PeXrefScanner report for C:\servers\scum\SCUM\Binaries\Win64\SCUMServer.exe 
ImageBase=0x140000000 
Searched strings: 
  [UTF-16] "Player must be developer" @ VA 0x1459550e0 
  [UTF-16] "Not authorized to execute command" @ VA 0x145955180 
  [UTF-16] "Command is on cooldown. Try again later." @ VA 0x145955120 
  [UTF-16] "Command is disabled in shipping build" @ VA 0x145955090 
 
=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x140711e4e (file offset 0x71144e) === 
  0x140711cbe  mov [rsp+0x30], eax 
  0x1418e6d15  push r14
  0x1418e6d17  mov rbp, rsp
  0x1418e6d1a  sub rsp, 0x60
  0x1418e6d1e  cmp dword ptr [rdx+0x08], 0x02
  0x1418e6d22  mov rsi, rdx
  0x1418e6d25  mov r14, rcx
  0x1418e6d28  jl 0x00000001418E71FF
  0x1418e6d2e  mov rbx, [rcx+0x20]
  0x1418e6d32  test rbx, rbx
  0x1418e6d35  jz 0x00000001418E71FF
  0x1418e6d3b  call 0x0000000142685AE0 <== XREF HERE
  0x1418e6d40  mov rdx, rax
  0x1418e6d43  mov rcx, rbx
  0x1418e6d46  call 0x0000000142D02DB0
  0x1418e6d4b  test rax, rax
  0x1418e6d4e  jz 0x00000001418E71FF
  0x1418e6d54  mov rdx, [rax]
  0x1418e6d57  mov rcx, rax
  0x1418e6d5a  call [rdx+0x20]
  0x1418e6d5d  mov rbx, rax
  0x1418e6d60  test rax, rax
  0x1418e6d63  jz 0x00000001418E71FF
  0x1418e6d69  call 0x00000001427AA0B0
  0x1418e6d6e  mov rdx, rax
  0x1418e6d71  mov rcx, rbx
  0x1418e6d74  call 0x0000000142D02DB0
  0x1418e6d79  test rax, rax
  0x1418e6d7c  jz 0x00000001418E71FF
  0x1418e6d82  mov rdx, [rax]
  0x1418e6d85  mov rcx, rax
  0x1418e6d88  call [rdx+0x20]
  0x1418e6d8b  test rax, rax
  0x1418e6d8e  jz 0x00000001418E71FF
  0x1418e6d94  mov rdx, [rax]
  0x1418e6d97  mov rcx, rax
  0x1418e6d9a  call [rdx+0x18]
  0x1418e6d9d  test rax, rax
  0x1418e6da0  jz 0x00000001418E71FF
  0x1418e6da6  mov rdx, [rax]
  0x1418e6da9  mov rcx, rax
  0x1418e6dac  call [rdx+0x08]
  0x1418e6daf  mov rdi, rax
  0x1418e6db2  call 0x000000014289F0D0
  0x1418e6db7  mov rdx, [rdi+0x10]
  0x1418e6dbb  lea r8, [rax+0x30]
  0x1418e6dbf  movsxd rax, dword ptr [rax+0x38]
  0x1418e6dc3  cmp eax, [rdx+0x38]
  0x1418e6dc6  jnle 0x00000001418E71FF
  0x1418e6dcc  mov rcx, rax
  0x1418e6dcf  mov rax, [rdx+0x30]
  0x1418e6dd3  cmp [rax+rcx*8], r8
  0x1418e6dd7  jnz 0x00000001418E71FF
  0x1418e6ddd  mov rax, [rsi]
  0x1418e6de0  mov [rsp+0x90], r12
  0x1418e6de8  xor r12d, r12d
  0x1418e6deb  mov [rbp-0x30], r12
  0x1418e6def  mov [rsp+0xA0], r15
  0x1418e6df7  movsxd rbx, dword ptr [rax+0x08]
  0x1418e6dfb  mov r15, [rax]
  0x1418e6dfe  mov [rbp-0x28], ebx
  0x1418e6e01  test ebx, ebx
  0x1418e6e03  jnz 0x00000001418E6E0B
  0x1418e6e05  mov [rbp-0x24], r12d
  0x1418e6e09  jmp 0x00000001418E6E2B
  0x1418e6e0b  xor r8d, r8d
  0x1418e6e0e  lea rcx, [rbp-0x30]
  0x1418e6e12  mov edx, ebx
  0x1418e6e14  call 0x0000000140918AE0
  0x1418e6e19  mov rcx, [rbp-0x30]
  0x1418e6e1d  mov r8, rbx
  0x1418e6e20  add r8, r8
  0x1418e6e23  mov rdx, r15
  0x1418e6e26  call 0x000000014508A99B
  0x1418e6e2b  lea rcx, [rbp-0x30]
  0x1418e6e2f  call 0x00000001429BDD70
  0x1418e6e34  mov rax, [rsi]
  0x1418e6e37  mov r15, [rsp+0xA0]
  0x1418e6e3f  mov [rbp-0x40], r12
  0x1418e6e43  movsxd rbx, dword ptr [rax+0x18]
  0x1418e6e47  mov rsi, [rax+0x10]
  0x1418e6e4b  mov [rbp-0x38], ebx
  0x1418e6e4e  test ebx, ebx
  0x1418e6e50  jnz 0x00000001418E6E58
  0x1418e6e52  mov [rbp-0x34], r12d
  0x1418e6e56  jmp 0x00000001418E6E78
  0x1418e6e58  xor r8d, r8d
  0x1418e6e5b  lea rcx, [rbp-0x40]
  0x1418e6e5f  mov edx, ebx
  0x1418e6e61  call 0x0000000140918AE0
  0x1418e6e66  mov rcx, [rbp-0x40]
  0x1418e6e6a  mov r8, rbx
  0x1418e6e6d  add r8, r8
  0x1418e6e70  mov rdx, rsi
  0x1418e6e73  call 0x000000014508A99B
  0x1418e6e78  lea rcx, [rbp-0x40]
  0x1418e6e7c  movaps [rsp+0x50], xmm6
  0x1418e6e81  call 0x00000001429BDD70
  0x1418e6e86  cmp [rbp-0x28], r12d
  0x1418e6e8a  lea rsi, [0x000000014518FE40]
  0x1418e6e91  mov rcx, rsi
  0x1418e6e94  lea rdx, [0x000000014595A240]
  0x1418e6e9b  cmovnz rcx, [rbp-0x30]
  0x1418e6ea0  call 0x00000001429DABF0
  0x1418e6ea5  test eax, eax
  0x1418e6ea7  jnz 0x00000001418E6F42
  0x1418e6ead  lea r8d, [rax+0x01]
  0x1418e6eb1  lea rdx, [0x00000001459551C8]
  0x1418e6eb8  lea rcx, [rbp-0x40]
  0x1418e6ebc  call 0x00000001429AC6C0
  0x1418e6ec1  test al, al
  0x1418e6ec3  jz 0x00000001418E6F1A
  0x1418e6ec5  mov r8d, 0x01
  0x1418e6ecb  lea rdx, [0x00000001459551C8]
  0x1418e6ed2  lea rcx, [rbp-0x40]
  0x1418e6ed6  call 0x00000001429BA2E0
  0x1418e6edb  cmp [rbp-0x38], r12d
  0x1418e6edf  cmovnz rsi, [rbp-0x40]
  0x1418e6ee4  mov rcx, rsi
  0x1418e6ee7  call [0x000000014513A4D0]
  0x1418e6eed  xorps xmm6, xmm6
  0x1418e6ef0  mov rcx, rdi
  0x1418e6ef3  cvtsd2ss xmm6, xmm0
  0x1418e6ef7  call 0x00000001425952E0
  0x1418e6efc  mov rcx, rdi
  0x1418e6eff  mulss xmm6, [0x00000001456C3B84]
  0x1418e6f07  mulss xmm0, xmm6
  0x1418e6f0b  movaps xmm1, xmm0
  0x1418e6f0e  call 0x00000001425A4B30
  0x1418e6f13  mov bl, 0x01
  0x1418e6f15  jmp 0x00000001418E71C8
  0x1418e6f1a  cmp [rbp-0x38], r12d
  0x1418e6f1e  cmovnz rsi, [rbp-0x40]
  0x1418e6f23  mov rcx, rsi
  0x1418e6f26  call [0x000000014513A4D0]
  0x1418e6f2c  cvtsd2ss xmm0, xmm0
  0x1418e6f30  mov rcx, rdi
  0x1418e6f33  movaps xmm1, xmm0
  0x1418e6f36  call 0x00000001425A4B30
  0x1418e6f3b  mov bl, 0x01
  0x1418e6f3d  jmp 0x00000001418E71C8
  0x1418e6f42  cmp [rbp-0x28], r12d
  0x1418e6f46  lea rdx, [0x000000014595A250]
  0x1418e6f4d  mov rcx, rsi
  0x1418e6f50  cmovnz rcx, [rbp-0x30]
  0x1418e6f55  call 0x00000001429DABF0
  0x1418e6f5a  test eax, eax
  0x1418e6f5c  jnz 0x00000001418E7031
  0x1418e6f62  call 0x00000001428A1C00
  0x1418e6f67  mov rdx, rax
  0x1418e6f6a  mov rcx, rdi
  0x1418e6f6d  call 0x0000000142D02DB0
  0x1418e6f72  lea rdx, [rbp+0x38]
  0x1418e6f76  mov rcx, rax
  0x1418e6f79  mov r8, [rax]
  0x1418e6f7c  call [r8+0x20]
  0x1418e6f80  lea rcx, [rbp+0x38]
  0x1418e6f84  call 0x0000000142D224F0
  0x1418e6f89  test al, al
  0x1418e6f8b  jz 0x00000001418E715B
  <decode failed at file offset 0x18e6591>
  <decode failed at file offset 0x18e6592>

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418e87f6 (file offset 0x18e7df6) ===
  0x1418e8666  mov [rsp+0x10], esi
  0x1418e866a  mov [rsp+0x18], r8
  0x1418e866f  push rdi
  0x1418e8670  sub rsp, 0x40
  0x1418e8674  mov rdi, rcx
  0x1418e8677  lea rcx, [rsp+0x60]
  0x1418e867c  call 0x0000000141278F90
  0x1418e8681  mov rcx, rax
  0x1418e8684  test rax, rax
  0x1418e8687  jnz 0x00000001418E86A5
  0x1418e8689  xor ecx, ecx
  0x1418e868b  mov rax, rdi
  0x1418e868e  mov [rdi], rcx
  0x1418e8691  mov [rdi+0x08], rcx
  0x1418e8695  mov rbx, [rsp+0x50]
  0x1418e869a  mov rsi, [rsp+0x58]
  0x1418e869f  add rsp, 0x40
  0x1418e86a3  pop rdi
  0x1418e86a4  ret
  0x1418e86a5  mov rax, [rax]
  0x1418e86a8  lea rdx, [rsp+0x30]
  0x1418e86ad  call [rax+0xB0]
  0x1418e86b3  mov rcx, [rax]
  0x1418e86b6  mov [rdi], rcx
  0x1418e86b9  mov rcx, [rax+0x08]
  0x1418e86bd  mov [rdi+0x08], rcx
  0x1418e86c1  xor ecx, ecx
  0x1418e86c3  mov [rax+0x08], rcx
  0x1418e86c7  mov [rax], rcx
  0x1418e86ca  mov rbx, [rsp+0x38]
  0x1418e86cf  test rbx, rbx
  0x1418e86d2  jz 0x00000001418E8702
  0x1418e86d4  mov esi, 0xFFFFFFFF
  0x1418e86d9  mov eax, esi
  0x1418e86db  lock xadd [rbx+0x08], eax
  0x1418e86e0  cmp eax, 0x01
  0x1418e86e3  jnz 0x00000001418E8702
  0x1418e86e5  mov rax, [rbx]
  0x1418e86e8  mov rcx, rbx
  0x1418e86eb  call [rax]
  0x1418e86ed  lock xadd [rbx+0x0C], esi
  0x1418e86f2  cmp esi, 0x01
  0x1418e86f5  jnz 0x00000001418E8702
  0x1418e86f7  mov rax, [rbx]
  0x1418e86fa  mov edx, esi
  0x1418e86fc  mov rcx, rbx
  0x1418e86ff  call [rax+0x08]
  0x1418e8702  mov rbx, [rsp+0x50]
  0x1418e8707  mov rax, rdi
  0x1418e870a  mov rsi, [rsp+0x58]
  0x1418e870f  add rsp, 0x40
  0x1418e8713  pop rdi
  0x1418e8714  ret
  0x1418e8715  int3
  0x1418e8716  int3
  0x1418e8717  int3
  0x1418e8718  int3
  0x1418e8719  int3
  0x1418e871a  int3
  0x1418e871b  int3
  0x1418e871c  int3
  0x1418e871d  int3
  0x1418e871e  int3
  0x1418e871f  int3
  0x1418e8720  push rbx
  0x1418e8722  sub rsp, 0x20
  0x1418e8726  test rcx, rcx
  0x1418e8729  jz 0x00000001418E8775
  0x1418e872b  mov rax, [rcx]
  0x1418e872e  call [rax+0x160]
  0x1418e8734  test rax, rax
  0x1418e8737  jz 0x00000001418E8775
  0x1418e8739  mov rbx, [rax+0x118]
  0x1418e8740  test rbx, rbx
  0x1418e8743  jz 0x00000001418E8775
  0x1418e8745  call 0x00000001426F00C0
  0x1418e874a  mov rcx, [rbx+0x10]
  0x1418e874e  lea r8, [rax+0x30]
  0x1418e8752  movsxd rax, dword ptr [rax+0x38]
  0x1418e8756  cmp eax, [rcx+0x38]
  0x1418e8759  jnle 0x00000001418E8775
  0x1418e875b  mov rdx, rax
  0x1418e875e  mov rax, [rcx+0x30]
  0x1418e8762  cmp [rax+rdx*8], r8
  0x1418e8766  jnz 0x00000001418E8775
  0x1418e8768  mov rcx, rbx
  0x1418e876b  add rsp, 0x20
  0x1418e876f  pop rbx
  0x1418e8770  jmp 0x0000000140CF4430
  0x1418e8775  xor eax, eax
  0x1418e8777  add rsp, 0x20
  0x1418e877b  pop rbx
  0x1418e877c  ret
  0x1418e877d  int3
  0x1418e877e  int3
  0x1418e877f  int3
  0x1418e8780  sub rsp, 0x28
  0x1418e8784  lea rcx, [rsp+0x30]
  0x1418e8789  call [0x0000000145139788]
  0x1418e878f  xorps xmm0, xmm0
  0x1418e8792  cvtsi2sd xmm0, [rsp+0x30]
  0x1418e8799  mulsd xmm0, [0x000000014749F680]
  0x1418e87a1  addsd xmm0, [0x00000001451939A0]
  0x1418e87a9  add rsp, 0x28
  0x1418e87ad  ret
  0x1418e87ae  int3
  0x1418e87af  int3
  0x1418e87b0  mov rax, rsp
  0x1418e87b3  mov [rax+0x18], rsi
  0x1418e87b7  push rbp
  0x1418e87b8  push rdi
  0x1418e87b9  push r12
  0x1418e87bb  push r14
  0x1418e87bd  push r15
  0x1418e87bf  mov rbp, rsp
  0x1418e87c2  sub rsp, 0x50
  0x1418e87c6  movsxd r14, r9d
  0x1418e87c9  mov r12, r8
  0x1418e87cc  mov rsi, rdx
  0x1418e87cf  mov r15, rcx
  0x1418e87d2  test r9d, r9d
  0x1418e87d5  js 0x00000001418E8984
  0x1418e87db  cmp r14d, [r8+0x08]
  0x1418e87df  jnl 0x00000001418E8984
  0x1418e87e5  mov [rax+0x08], rbx
  0x1418e87e9  mov rbx, [rcx+0x20]
  0x1418e87ed  mov [rax+0x10], r13
  0x1418e87f1  test rbx, rbx
  0x1418e87f4  jz 0x00000001418E883F
  0x1418e87f6  call 0x0000000142685AE0 <== XREF HERE
  0x1418e87fb  mov rdx, rax
  0x1418e87fe  mov rcx, rbx
  0x1418e8801  call 0x0000000142D02DB0
  0x1418e8806  xor edi, edi
  0x1418e8808  mov ebx, edi
  0x1418e880a  test rax, rax
  0x1418e880d  jz 0x00000001418E8843
  0x1418e880f  mov rdx, [rax]
  0x1418e8812  mov rcx, rax
  0x1418e8815  call [rdx+0x08]
  0x1418e8818  mov r13, rax
  0x1418e881b  call 0x00000001446AE400
  0x1418e8820  mov rcx, [r13+0x10]
  0x1418e8824  add rax, 0x30
  0x1418e8828  movsxd rdx, dword ptr [rax+0x08]
  0x1418e882c  cmp edx, [rcx+0x38]
  0x1418e882f  jnle 0x00000001418E8843
  0x1418e8831  mov rcx, [rcx+0x30]
  0x1418e8835  cmp [rcx+rdx*8], rax
  0x1418e8839  cmovz rbx, r13
  0x1418e883d  jmp 0x00000001418E8843
  0x1418e883f  xor edi, edi
  0x1418e8841  mov ebx, edi
  0x1418e8843  mov rdx, r14
  0x1418e8846  lea rcx, [rbp-0x30]
  0x1418e884a  shl rdx, 0x04
  0x1418e884e  add rdx, [r12]
  0x1418e8852  call 0x0000000141AEE9D0
  0x1418e8857  cmp byte ptr [rbx+0xF0], 0x03
  0x1418e885e  lea rcx, [rbp-0x30]
  0x1418e8862  mov r13, [rsp+0x88]
  0x1418e886a  mov r8, r15
  0x1418e886d  jnz 0x00000001418E888C
  0x1418e886f  lea rdx, [rbp-0x28]
  0x1418e8873  call 0x0000000141BB5700
  0x1418e8878  mov r12, [rax]
  0x1418e887b  mov rbx, [rax+0x08]
  0x1418e887f  mov [rax+0x08], rdi
  0x1418e8883  mov [rax], rdi
  0x1418e8886  mov r14, [rbp-0x20]
  0x1418e888a  jmp 0x00000001418E88A7
  0x1418e888c  lea rdx, [rbp-0x18]
  0x1418e8890  call 0x0000000141B96510
  0x1418e8895  mov r12, [rax]
  0x1418e8898  mov rbx, [rax+0x08]
  0x1418e889c  mov [rax+0x08], rdi
  0x1418e88a0  mov [rax], rdi
  0x1418e88a3  mov r14, [rbp-0x10]
  0x1418e88a7  test r14, r14
  0x1418e88aa  jz 0x00000001418E88D0
  0x1418e88ac  sub dword ptr [r14+0x08], 0x01
  0x1418e88b1  jnz 0x00000001418E88D0
  0x1418e88b3  mov rax, [r14]
  0x1418e88b6  mov rcx, r14
  0x1418e88b9  call [rax]
  0x1418e88bb  sub dword ptr [r14+0x0C], 0x01
  0x1418e88c0  jnz 0x00000001418E88D0
  0x1418e88c2  mov rax, [r14]
  0x1418e88c5  mov edx, 0x01
  0x1418e88ca  mov rcx, r14
  0x1418e88cd  call [rax+0x08]
  0x1418e88d0  test r12, r12
  0x1418e88d3  jnz 0x00000001418E8948
  0x1418e88d5  lea rdx, [rbp-0x18]
  0x1418e88d9  lea rcx, [rbp-0x30]
  0x1418e88dd  call 0x0000000141B011B0
  0x1418e88e2  cmp [rax+0x08], r12d
  0x1418e88e6  jz 0x00000001418E88ED
  0x1418e88e8  mov r8, [rax]
  0x1418e88eb  jmp 0x00000001418E88F4
  0x1418e88ed  lea r8, [0x000000014518FE40]
  0x1418e88f4  lea rdx, [0x0000000145957F98]
  0x1418e88fb  lea rcx, [rbp-0x28]
  0x1418e88ff  call 0x00000001429B88B0
  0x1418e8904  mov rax, [r15]
  0x1418e8907  lea rdx, [rbp-0x28]
  0x1418e890b  xor r9d, r9d
  0x1418e890e  mov r8b, 0x07
  0x1418e8911  mov rcx, r15
  0x1418e8914  call [rax+0x290]
  0x1418e891a  mov rcx, [rbp-0x28]
  0x1418e891e  test rcx, rcx
  0x1418e8921  jz 0x00000001418E8928
  0x1418e8923  call 0x0000000142A0D370
  0x1418e8928  mov rcx, [rbp-0x18]
  0x1418e892c  test rcx, rcx
  0x1418e892f  jz 0x00000001418E8936
  0x1418e8931  call 0x0000000142A0D370
  0x1418e8936  mov [rsi], rdi
  0x1418e8939  mov [rsi+0x08], rdi
  0x1418e893d  test rbx, rbx
  0x1418e8940  jz 0x00000001418E897A
  0x1418e8942  sub dword ptr [rbx+0x08], 0x01
  0x1418e8946  jmp 0x00000001418E895C
  0x1418e8948  mov [rsi], r12
  0x1418e894b  mov [rsi+0x08], rbx
  0x1418e894f  test rbx, rbx
  0x1418e8952  jz 0x00000001418E897A
  0x1418e8954  mov ecx, [rbx+0x08]
  0x1418e8957  test ecx, ecx
  0x1418e8959  mov [rbx+0x08], ecx
  0x1418e895c  jnz 0x00000001418E897A
  0x1418e895e  mov rax, [rbx]
  0x1418e8961  mov rcx, rbx
  0x1418e8964  call [rax]
  0x1418e8966  sub dword ptr [rbx+0x0C], 0x01
  0x1418e896a  jnz 0x00000001418E897A
  0x1418e896c  mov rax, [rbx]
  0x1418e896f  mov edx, 0x01
  0x1418e8974  mov rcx, rbx
  0x1418e8977  call [rax+0x08]
  0x1418e897a  mov rbx, [rsp+0x80]
  0x1418e8982  jmp 0x00000001418E89F2
  0x1418e8984  xor edi, edi
  0x1418e8986  lea rcx, [rbp-0x28]
  0x1418e898a  mov [rbp-0x28], rdi
  0x1418e898e  mov [rbp-0x20], rdi
  0x1418e8992  lea edx, [rdi+0x13]
  0x1418e8995  call 0x0000000140919310
  0x1418e899a  mov edx, [rbp-0x20]
  0x1418e899d  lea eax, [rdx+0x13]
  0x1418e89a0  mov [rbp-0x20], eax
  0x1418e89a3  cmp eax, [rbp-0x1C]
  0x1418e89a6  jle 0x00000001418E89B1
  0x1418e89a8  lea rcx, [rbp-0x28]
  0x1418e89ac  call 0x0000000140918E20
  0x1418e89b1  mov rcx, [rbp-0x28]
  0x1418e89b5  lea rdx, [0x0000000145957F70]
  0x1418e89bc  mov r8d, 0x26
  0x1418e89c2  call 0x00000001429D3E00
  0x1418e89c7  mov rax, [r15]
  0x1418e89ca  lea rdx, [rbp-0x28]
  0x1418e89ce  xor r9d, r9d
  0x1418e89d1  mov r8b, 0x07
  0x1418e89d4  mov rcx, r15
  0x1418e89d7  call [rax+0x290]
  0x1418e89dd  mov rcx, [rbp-0x28]
  0x1418e89e1  test rcx, rcx
  0x1418e89e4  jz 0x00000001418E89EB
  0x1418e89e6  call 0x0000000142A0D370
  0x1418e89eb  mov [rsi], rdi
  0x1418e89ee  mov [rsi+0x08], rdi
  0x1418e89f2  mov rax, rsi
  0x1418e89f5  mov rsi, [rsp+0x90]
  0x1418e89fd  add rsp, 0x50
  0x1418e8a01  pop r15
  0x1418e8a03  pop r14
  0x1418e8a05  pop r12
  0x1418e8a07  pop rdi
  0x1418e8a08  pop rbp
  0x1418e8a09  ret
  0x1418e8a0a  int3
  0x1418e8a0b  int3
  0x1418e8a0c  int3
  0x1418e8a0d  int3
  0x1418e8a0e  int3
  0x1418e8a0f  int3
  0x1418e8a10  push rbx
  0x1418e8a12  sub rsp, 0x20
  0x1418e8a16  mov rbx, [rcx+0x20]
  0x1418e8a1a  test rbx, rbx
  0x1418e8a1d  jz 0x00000001418E8A34
  0x1418e8a1f  call 0x0000000142685AE0
  0x1418e8a24  mov rdx, rax
  0x1418e8a27  mov rcx, rbx
  0x1418e8a2a  add rsp, 0x20
  0x1418e8a2e  pop rbx
  0x1418e8a2f  jmp 0x0000000142D02DB0
  0x1418e8a34  xor eax, eax
  0x1418e8a36  add rsp, 0x20
  0x1418e8a3a  pop rbx
  0x1418e8a3b  ret
  0x1418e8a3c  int3
  0x1418e8a3d  int3
  0x1418e8a3e  int3
  0x1418e8a3f  int3
  0x1418e8a40  mov rax, [rcx+0x50]
  0x1418e8a44  mov [rdx], rax
  0x1418e8a47  mov rax, rdx
  0x1418e8a4a  ret
  0x1418e8a4b  int3
  0x1418e8a4c  int3
  0x1418e8a4d  int3

=== XREF: [FUNC] call/ref to 0x0x142685AE0 at VA 0x1418e8a1f (file offset 0x18e801f) ===
  0x1418e888f  call 0x000000016C6B047C
  0x1418e8894  add [rbx+rcx*4+0x20], cl
  0x1418e8898  mov rbx, [rax+0x08]
  0x1418e889c  mov [rax+0x08], rdi
  0x1418e88a0  mov [rax], rdi
  0x1418e88a3  mov r14, [rbp-0x10]
  0x1418e88a7  test r14, r14
  0x1418e88aa  jz 0x00000001418E88D0
  0x1418e88ac  sub dword ptr [r14+0x08], 0x01
  0x1418e88b1  jnz 0x00000001418E88D0
  0x1418e88b3  mov rax, [r14]
  0x1418e88b6  mov rcx, r14
  0x1418e88b9  call [rax]
  0x1418e88bb  sub dword ptr [r14+0x0C], 0x01
  0x1418e88c0  jnz 0x00000001418E88D0
  0x1418e88c2  mov rax, [r14]
  0x1418e88c5  mov edx, 0x01
  0x1418e88ca  mov rcx, r14
  0x1418e88cd  call [rax+0x08]
  0x1418e88d0  test r12, r12
  0x1418e88d3  jnz 0x00000001418E8948
  0x1418e88d5  lea rdx, [rbp-0x18]
  0x1418e88d9  lea rcx, [rbp-0x30]
  0x1418e88dd  call 0x0000000141B011B0
  0x1418e88e2  cmp [rax+0x08], r12d
  0x1418e88e6  jz 0x00000001418E88ED
  0x1418e88e8  mov r8, [rax]
  0x1418e88eb  jmp 0x00000001418E88F4
  0x1418e88ed  lea r8, [0x000000014518FE40]
  0x1418e88f4  lea rdx, [0x0000000145957F98]
  0x1418e88fb  lea rcx, [rbp-0x28]
  0x1418e88ff  call 0x00000001429B88B0
  0x1418e8904  mov rax, [r15]
  0x1418e8907  lea rdx, [rbp-0x28]
  0x1418e890b  xor r9d, r9d
  0x1418e890e  mov r8b, 0x07
  0x1418e8911  mov rcx, r15
  0x1418e8914  call [rax+0x290]
  0x1418e891a  mov rcx, [rbp-0x28]
  0x1418e891e  test rcx, rcx
  0x1418e8921  jz 0x00000001418E8928
  0x1418e8923  call 0x0000000142A0D370
  0x1418e8928  mov rcx, [rbp-0x18]
  0x1418e892c  test rcx, rcx
  0x1418e892f  jz 0x00000001418E8936
  0x1418e8931  call 0x0000000142A0D370
  0x1418e8936  mov [rsi], rdi
  0x1418e8939  mov [rsi+0x08], rdi
  0x1418e893d  test rbx, rbx
  0x1418e8940  jz 0x00000001418E897A
  0x1418e8942  sub dword ptr [rbx+0x08], 0x01
  0x1418e8946  jmp 0x00000001418E895C
  0x1418e8948  mov [rsi], r12
  0x1418e894b  mov [rsi+0x08], rbx
  0x1418e894f  test rbx, rbx
  0x1418e8952  jz 0x00000001418E897A
  0x1418e8954  mov ecx, [rbx+0x08]
  0x1418e8957  test ecx, ecx
  0x1418e8959  mov [rbx+0x08], ecx
  0x1418e895c  jnz 0x00000001418E897A
  0x1418e895e  mov rax, [rbx]
  0x1418e8961  mov rcx, rbx
  0x1418e8964  call [rax]
  0x1418e8966  sub dword ptr [rbx+0x0C], 0x01
  0x1418e896a  jnz 0x00000001418E897A
  0x1418e896c  mov rax, [rbx]
  0x1418e896f  mov edx, 0x01
  0x1418e8974  mov rcx, rbx
  0x1418e8977  call [rax+0x08]
  0x1418e897a  mov rbx, [rsp+0x80]
  0x1418e8982  jmp 0x00000001418E89F2
  0x1418e8984  xor edi, edi
  0x1418e8986  lea rcx, [rbp-0x28]
  0x1418e898a  mov [rbp-0x28], rdi
  0x1418e898e  mov [rbp-0x20], rdi
  0x1418e8992  lea edx, [rdi+0x13]
  0x1418e8995  call 0x0000000140919310
  0x1418e899a  mov edx, [rbp-0x20]
  0x1418e899d  lea eax, [rdx+0x13]
  0x1418e89a0  mov [rbp-0x20], eax
  0x1418e89a3  cmp eax, [rbp-0x1C]
  0x1418e89a6  jle 0x00000001418E89B1
  0x1418e89a8  lea rcx, [rbp-0x28]
  0x1418e89ac  call 0x0000000140918E20
  0x1418e89b1  mov rcx, [rbp-0x28]
  0x1418e89b5  lea rdx, [0x0000000145957F70]
  0x1418e89bc  mov r8d, 0x26
  0x1418e89c2  call 0x00000001429D3E00
  0x1418e89c7  mov rax, [r15]
  0x1418e89ca  lea rdx, [rbp-0x28]
  0x1418e89ce  xor r9d, r9d
  0x1418e89d1  mov r8b, 0x07
  0x1418e89d4  mov rcx, r15
  0x1418e89d7  call [rax+0x290]
  0x1418e89dd  mov rcx, [rbp-0x28]
  0x1418e89e1  test rcx, rcx
  0x1418e89e4  jz 0x00000001418E89EB
  0x1418e89e6  call 0x0000000142A0D370
  0x1418e89eb  mov [rsi], rdi
  0x1418e89ee  mov [rsi+0x08], rdi
  0x1418e89f2  mov rax, rsi
  0x1418e89f5  mov rsi, [rsp+0x90]
  0x1418e89fd  add rsp, 0x50
  0x1418e8a01  pop r15
  0x1418e8a03  pop r14
  0x1418e8a05  pop r12
  0x1418e8a07  pop rdi
  0x1418e8a08  pop rbp
  0x1418e8a09  ret
  0x1418e8a0a  int3
  0x1418e8a0b  int3
  0x1418e8a0c  int3
  0x1418e8a0d  int3
  0x1418e8a0e  int3
  0x1418e8a0f  int3
  0x1418e8a10  push rbx
  0x1418e8a12  sub rsp, 0x20
  0x1418e8a16  mov rbx, [rcx+0x20]
  0x1418e8a1a  test rbx, rbx
  0x1418e8a1d  jz 0x00000001418E8A34
  0x1418e8a1f  call 0x0000000142685AE0 <== XREF HERE
  0x1418e8a24  mov rdx, rax
  0x1418e8a27  mov rcx, rbx
  0x1418e8a2a  add rsp, 0x20
  0x1418e8a2e  pop rbx
  0x1418e8a2f  jmp 0x0000000142D02DB0
  0x1418e8a34  xor eax, eax
  0x1418e8a36  add rsp, 0x20
  0x1418e8a3a  pop rbx
  0x1418e8a3b  ret
  0x1418e8a3c  int3
  0x1418e8a3d  int3
  0x1418e8a3e  int3
  0x1418e8a3f  int3
  0x1418e8a40  mov rax, [rcx+0x50]
  0x1418e8a44  mov [rdx], rax
  0x1418e8a47  mov rax, rdx
  0x1418e8a4a  ret
  0x1418e8a4b  int3
  0x1418e8a4c  int3
  0x1418e8a4d  int3
  0x1418e8a4e  int3
  0x1418e8a4f  int3
  0x1418e8a50  mov [rsp+0x08], rbx
  0x1418e8a55  mov [rsp+0x10], rbp
  0x1418e8a5a  mov [rsp+0x18], rsi
  0x1418e8a5f  push rdi
  0x1418e8a60  push r14
  0x1418e8a62  push r15
  0x1418e8a64  sub rsp, 0x30
  0x1418e8a68  mov rsi, rdx
  0x1418e8a6b  mov r15, rcx
  0x1418e8a6e  test r9d, r9d
  0x1418e8a71  js 0x00000001418E8B0E
  0x1418e8a77  cmp r9d, [r8+0x08]
  0x1418e8a7b  jnl 0x00000001418E8B0E
  0x1418e8a81  movsxd r14, r9d
  0x1418e8a84  lea rbp, [0x000000014518FE40]
  0x1418e8a8b  shl r14, 0x04
  0x1418e8a8f  add r14, [r8]
  0x1418e8a92  mov ecx, [r14+0x08]
  0x1418e8a96  test ecx, ecx
